TCGA-BH-A0HX-01A-21R-A056-07	TCGA-AO-A0J7-01A-11R-A034-07	TCGA-A2-A25F-01A-11R-A169-07	TCGA-AR-A0U3-01A-11R-A109-07	TCGA-A2-A259-01A-11R-A16F-07	TCGA-AN-A0AJ-01A-11R-A00Z-07	TCGA-E9-A6HE-01A-11R-A31O-07	TCGA-EW-A1P3-01A-11R-A144-07	TCGA-E2-A1LI-01A-12R-A157-07	TCGA-HN-A2OB-01A-21R-A27Q-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-E9-A227-01A-11R-A157-07	TCGA-E2-A1IL-01A-11R-A14D-07	TCGA-C8-A1HK-01A-21R-A13Q-07	TCGA-AC-A7VC-01A-11R-A352-07	TCGA-OL-A66H-01A-11R-A29R-07	TCGA-A8-A0A2-01A-11R-A034-07	TCGA-E2-A15R-01A-11R-A115-07	TCGA-A2-A3XX-01A-21R-A239-07	TCGA-D8-A13Y-01A-11R-A115-07	TCGA-AN-A0XV-01A-11R-A109-07	TCGA-AO-A128-01A-11R-A10J-07	TCGA-A8-A09M-01A-11R-A00Z-07	TCGA-AO-A03T-01A-21R-A034-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E2-A56Z-01A-12R-A29R-07	TCGA-BH-A0HO-01A-11R-A034-07	TCGA-A2-A25B-01A-11R-A169-07	TCGA-A2-A1FW-01A-11R-A13Q-07	TCGA-AO-A1KP-01A-11R-A13Q-07	TCGA-BH-A0B3-01A-11R-A056-07	TCGA-BH-A1F6-01A-11R-A13Q-07	TCGA-EW-A1P6-01A-11R-A144-07	TCGA-A8-A08B-01A-11R-A00Z-07	TCGA-B6-A409-01A-11R-A24H-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-A7-A2KD-01A-31R-A21T-07	TCGA-C8-A278-01A-11R-A169-07	TCGA-AQ-A54N-01A-11R-A266-07	TCGA-AC-A2FO-01A-11R-A180-07	TCGA-A2-A4S3-01A-21R-A266-07	TCGA-AO-A1KQ-01A-11R-A13Q-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-A8-A07O-01A-11R-A00Z-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-A8-A09T-01A-11R-A00Z-07	TCGA-A8-A0A7-01A-11R-A00Z-07	TCGA-A8-A07I-01A-11R-A00Z-07	TCGA-EW-A3E8-01B-11R-A24H-07	TCGA-AC-A3W7-01A-11R-A22K-07	TCGA-D8-A143-01A-11R-A115-07	TCGA-BH-A18F-01A-11R-A12D-07	TCGA-BH-A0W4-01A-11R-A109-07	TCGA-D8-A1XS-01A-11R-A14M-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-A2-A3XS-01A-11R-A22U-07	TCGA-A8-A07S-01A-11R-A034-07	TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-BH-A0HB-01A-11R-A056-07	TCGA-D8-A1XG-01A-11R-A14D-07	TCGA-AN-A0XN-01A-21R-A109-07	TCGA-D8-A1JD-01A-11R-A13Q-07	TCGA-A8-A08L-01A-11R-A00Z-07	TCGA-GM-A2DN-01A-11R-A180-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-D8-A146-01A-31R-A115-07	TCGA-A7-A3RF-01A-11R-A22K-07	TCGA-A8-A06N-01A-11R-A00Z-07	TCGA-D8-A141-01A-11R-A115-07	TCGA-AN-A041-01A-11R-A034-07	TCGA-A7-A26J-01A-11R-A277-07	TCGA-E2-A106-01A-11R-A10J-07	TCGA-C8-A135-01A-11R-A115-07	TCGA-BH-A0GY-01A-11R-A056-07	TCGA-D8-A4Z1-01A-21R-A266-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-A2-A0CP-01A-11R-A034-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-Z7-A8R5-01A-42R-A41B-07	TCGA-AC-A3TN-01A-11R-A22K-07	TCGA-AO-A0JF-01A-11R-A056-07	TCGA-AC-A2QH-01B-04R-A22O-07	TCGA-C8-A12V-01A-11R-A115-07	TCGA-AR-A24S-01A-11R-A169-07	TCGA-A8-A08Z-01A-21R-A00Z-07	TCGA-B6-A1KI-01A-11R-A14M-07	TCGA-LL-A9Q3-01A-11R-A41B-07	TCGA-A8-A08F-01A-11R-A00Z-07	TCGA-D8-A1Y1-01A-21R-A14M-07	TCGA-GM-A2DL-01A-11R-A18M-07	TCGA-AO-A03U-01B-21R-A10J-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-D8-A73U-01A-11R-A33J-07	TCGA-AN-A0XR-01A-11R-A109-07	TCGA-AN-A0FY-01A-11R-A034-07	TCGA-AN-A0AK-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-A8-A08R-01A-11R-A034-07	TCGA-D8-A3Z6-01A-11R-A239-07	TCGA-A1-A0SP-01A-11R-A084-07 
ENSG00000168542.14	22798581	17661387	52647799	4914409	16695973	23287256	22342296	10823603	4373660	80744497	9512486	36611316	27822341	6241627	71642170	9256647	37412500	21853735	9251416	11679783	23922812	8533814	8262591	4327749	28223528	5536841	18647102	23824542	14550120	16735539	17517361	10362230	11651515	3277879	8038169	5527536	40474085	35983077	26783	26465622	7000553	9522784	3191974	21926717	4208006	11580397	43803513	32937315	24596164	50893094	7377467	38320322	42821352	47483365	16653633	15053506	20515422	12178940	11489202	11139933	51554068	78044143	22830320	9782145	24116941	42951548	8550293	724988	87879123	66653468	23909491	7866591	18867055	18808321	13180185	74635273	28542703	45514361	7329090	16321377	82404446	24076684	4988554	44212487	50027450	31618056	11605030	27038188	77922561	31366379	28289501	6493476	29345212	11134557	50696831	5394558	10732407	20026296	34657870	13051463
ENSG00000198899.2	15721678	20651062	20798590	13511941	16158677	19004536	7764317	36599953	68693142	16545293	24384034	51115128	13146810	23615022	13772822	10281453	50682283	26742349	14571842	34049706	33444069	11795070	45715861	150908977	9621252	31365390	24136317	32905462	37855898	54924886	13204897	13291991	21714931	6261243	44553579	16462944	13299469	32071519	15565454	16228479	15187438	27676494	4049326	36812744	45241912	6667760	17306917	9375201	24390993	17065342	5023093	11962741	15692664	25735208	29214430	30276756	19009507	33861702	42474813	10501047	17288786	20070229	32621551	16779076	8605854	22559355	29746419	24513030	16197503	40691184	86809	22844931	27734139	26921648	9180265	10168137	24719908	12670265	17036098	24527076	15777971	3169713	13530407	37389594	13888560	43117785	16197600	14806604	29051607	39085742	18910966	5099018	9306361	14259128	37484039	13770799	13512760	16819948	33373476	18387038
ENSG00000278771.1	4289	23104	9221	3688	4599	153914	49087	9427	3595	13865	13717	5699	1896	15928	16308	27290	58396	7723	6171	5392	7497	14598	5302	5000	29084	56860	16329	10756	8576	1029	6852	28484	2074	105790	5525	90052	112960	6190	4780	2765	4175	13796	3348	3862	69337	34805	40712	35467	9934	4921	4468	4114	3488	1447	1772	3212	20938	11394	7991	7183	3380	7243	16861	9184	13414	4475	22986	22064	5424	5608	168549579	2182	12276	3613	2477	4769	4899	7083	663	46307	21616	15138709	12003	9045	3908	7356	5494	124549	5833	13595	3666	11847	14857	5834	4821	5807	8810	23611	3989	3153
ENSG00000141424.12	10661957	4808718	865878	24957509	9932982	1829169	1955432	2475744	679006	5816845	1303778	29581215	6989858	1019126	222167	3325035	6846134	25910119	1049499	1868359	7941168	820253	26258986	1333868	2488456	10012183	41731786	11180374	7241943	35518033	643890	618381	2028324	308243	593952	51467866	11913511	1476293	145580	19335126	2311998	5881643	9801377	1770022	165919	4564390	805547	1250086	9499425	1890918	681331	1012763	11159319	14566783	2470821	717919	32321607	1037103	6254459	27791749	1691426	18114660	1430173	9535115	594573	20206588	3878456	5104046	1527344	16768292	15750550	6492930	834033	1263426	2647299	145304756	721606	4186433	1275495	5805136	9944459	269788	682340	2757668	2028308	12303817	5954763	11605339	3847597	385867	1492180	1036342	1177571	4165235	1640829	2011373	1210104	732136	7549368	884092
ENSG00000269900.3	2295	8668	9966	2879	9446	46838	8115	2298	2582	1628	3488	6279	1745	6518	5927	3027	3494	6450	1720	1796	3469	4199	3355	2797	13914	2658	3098	11074	5695	7669	2299	2798	700	23572	1821	2595	9590	8360	4699	896	2378	9290	2577	5642	4491	16720	4489	6141	1726	576	8789	1596	3972	1797	2097	755	2795	3741	6099	599	1497	4694	7101	4275	6791	4185	1239	27196	10476	9971	46361559	900	4657	3499	384	999	5993	3592	6941	5543	32386	158348266	12478	8291	2482	1867	864	14039	2689	6271	3095	2387	1341	4995	1799	800	5279	8181	1247	6779
ENSG00000277027.1	2295	8668	9966	2877	9445	46833	8115	2298	2581	1628	3488	6279	1745	6517	5927	3027	3493	6450	1717	1796	3469	4199	3355	2797	13912	2654	3098	11074	5691	7667	2299	2794	700	23565	1821	2595	9586	8360	4699	896	2369	9290	2577	5641	4491	16716	4489	6141	1726	576	8789	1596	3972	1797	2097	755	2795	3741	6097	599	1497	4694	7100	4275	6791	4185	1239	27194	10476	9971	46357702	900	4657	3499	384	999	5988	3592	6935	5543	32383	158348032	12478	8289	2482	1867	864	14039	2689	6270	3095	2386	1341	4995	1797	800	5279	8181	1247	6779
ENSG00000272398.5	2179254	1757300	4131124	3355488	6147317	146003418	6603362	932552	45690563	3592291	6834201	95713	1698874	10393057	45699	26832	21818122	7528440	21851361	2459667	5888506	10626029	410549	3325950	15905653	3531453	30881	2428259	6645433	7997180	8408261	23194251	5627775	3782948	22197856	6262474	8336344	16496734	3744533	7412588	3232976	493616	72346	19161176	32061462	2582769	3982539	6932400	1821099	2117022	8530231	2836722	13212471	9365413	2829868	15794042	185515	17998403	4733958	2985015	30016832	5344257	43047519	5256643	6566539	5281511	6316987	3309336	4778042	2174896	640807	1562489	3589223	10398900	2947620	1258553	3795111	1143376	5083600	4378694	4579904	390013	5583929	6219730	12104585	12608981	5452518	2665004	4140411	3396195	5394965	1860246	1115440	5724	14980433	4514422	12256879	17335165	4999859	11658453
ENSG00000198763.3	16373144	14766555	16988735	13327799	17537979	16238437	5668230	23580726	80691927	15595747	20931424	39371000	12951850	20526660	8061873	11288605	31615707	26255679	14664520	25574355	34245250	9060656	38422366	117768564	5296137	32375141	15200280	38141833	19940433	44206887	8851711	9056159	12286052	4621592	48133042	11388590	11794858	41221282	34511598	13429389	21022522	30777511	7256691	29849615	33826947	4443977	20572388	10450715	20191821	10303656	3944380	9388887	11604570	28229723	18102369	28571241	15919092	20183592	46577696	6143765	19232184	13655802	36370956	13593929	5428880	20522027	17466514	26367917	11361277	40931102	74568	19358204	17948009	15332224	8146367	9362435	19188637	13528633	10782538	20816596	11323473	1754815	15031541	45544786	8801821	23636132	16577984	18594510	27406771	34971070	11388746	9788003	8091471	9650637	15253670	12960105	6810501	18639723	20889369	15423300
ENSG00000115461.4	5451947	8290878	4951380	646269	2105517	23318514	6744232	4682824	793351	3108270	806478	1910600	1491675	984793	8022237	850381	77160841	3960775	1927833	821909	3473322	1859162	3758531	1276854	2706902	3592780	1420747	2620643	4843603	12672163	9192875	854783	2737578	1418172	2073679	1572584	2038752	2770698	1592366	3094219	7995706	1359655	639112	319707	561479	1082104	3271620	20826670	1629674	7267562	854664	2448292	4055024	24454418	13142113	1782081	1357451	5545861	1736725	2487783	3775207	41248118	2679213	1463384	1916942	4138104	722196	3579389	6851172	4479155	11481872	1629673	10405473	3224509	1579625	1950616	2120134	4343955	342771	5646513	14658197	5113645	1474070	109529623	35922847	9427752	1620535	1805106	65738357	26533695	2302224	984714	2434809	1056821	3101662	906129	628758	5209613	5741657	1419041
ENSG00000198727.2	17153841	21705420	18832973	13707891	24079542	13460199	6182655	27959879	50371571	17901470	19396860	53495088	15359787	14503214	15142633	11155350	46375817	21538564	15440667	34338650	34950963	8097850	48882013	115549161	8039304	31146550	14089966	30896724	29091780	45603069	14180874	6848602	22080370	5610543	26277094	17998963	14359292	28829235	18875244	12975576	19889256	19340692	11279488	26805785	50482294	6565604	18282602	7422002	18156259	13383787	4044406	14147379	14175922	20280025	32521244	29005839	16656755	31870686	46936287	10549934	19258572	15630899	38812886	17534971	5330057	23947489	28030336	21424438	15114668	32327695	234674	20932479	21930783	20653272	9634076	10629575	26129789	12683515	13317204	20506637	15127121	1823023	17908910	41303349	17495688	35592386	11621932	16574655	27585751	47444501	18698147	4117517	9866876	13865060	27989360	13232440	10851444	19239260	26015802	12726818
ENSG00000265735.2	21549	83039	36586	18651	31769	1002566	96994	27868	18806	14237	70951	27507	12018	47889	63699	17325	356622	51328	19464	12882	34537	79538	24873	35041	188620	44764	116545	42522	29339	10431	22648	52175	8829	285004	15038	143296	177725	36699	5645	11620	11738	35490	20971	21639	160738	135066	316460	111266	26142	20879	26142	14784	22848	9531	28089	12664	111370	18847	27222	39360	13193	48709	159188	42975	47169	20234	62908	157148	29596	38418	123313751	15078	46902	9569	4632	26545	22331	27321	31061	53116	132441	79004791	38516	43293	21414	23632	69818	337560	22080	49303	27994	43220	50664	50938	43181	26684	53870	137751	24398	30769
ENSG00000075624.13	25508248	11390854	51172064	12077266	27793448	46353296	33686668	25903606	86357552	16428199	33958779	26965995	11501817	15215993	22498857	16569067	29794319	18436150	42932803	17894481	20958873	44015073	14790198	52593146	13171817	11866034	16293653	24301299	15071048	37090165	48319922	27908129	13541373	9709849	47680045	23144301	15759080	29229724	19993786	17881371	15381993	23982979	7421122	32720968	25550542	9967382	30451539	22058420	25657609	29103773	31484475	22419200	26389349	21370952	17532695	34971105	21364094	25401528	25818152	14137727	29436652	29188957	20238025	27063907	28233634	22150674	12084663	16662809	36713691	23394181	6343922	18838613	26360121	35641235	12080108	31629340	25461719	39660570	22798166	16312702	17195123	10470727	27882842	34507858	29685920	20182495	18811959	14560242	54275418	38856836	32128379	17978565	18446991	15589692	26996465	16520859	23884865	36347852	28396726	28795967
ENSG00000117984.13	4458534	2343272	10859234	6339614	2337093	10382042	14947819	39801950	3575374	3336411	11713682	13501350	6137508	2366206	3268527	6140666	2780716	5682230	14914968	3752418	2751449	9816951	7067406	1665339	2036798	3213878	52896942	4736475	3413819	687036	8888005	8598938	1977426	2515866	11467629	7537179	10711744	6221788	2021029	3525442	6986537	2658622	77145538	8696741	2485740	8205186	18403177	4083442	13702591	13526517	4315200	9797150	3975024	4125574	4398212	14040488	37668925	5041020	3399042	2969839	5652452	26955404	5127053	4219801	4651698	13337622	5491736	5767325	7243577	3162995	2958349	5862560	5404830	9967280	2609501	11546950	2960748	19921856	6242457	25477010	5492185	537884	7031916	13123307	15283376	9183413	13816937	4897291	6340028	5636844	19559917	7567002	25090150	7724407	5785392	5189514	4411484	5865762	61897336	7147164
ENSG00000259001.3	4770	10347	6319	2534	10769	38209	9566	6685	7581	1779	11200	5801	3007	9722	11051	3861	11643	13996	4633	8607	4713	5892	6436	15256	13188	5266	4500	10227	7093	4003	3091	3618	1482	22595	6412	2624	18210	6148	4101	2598	1756	16428	3722	11480	5756	11252	10508	7123	5869	4268	8393	3001	5201	3432	6147	4064	3515	5853	14597	1313	2177	4204	13141	8652	2755	4674	5821	90290	14362	9119	98389515	3258	7116	6821	1753	3891	8672	7827	15363	10972	56716	65904036	14132	10292	5613	3631	1842	19641	8868	12422	3616	1817	1979	16361	4678	2367	3532	20601	6113	6519
ENSG00000277209.1	4390	7678	5263	1689	9723	36535	9200	6178	6690	664	10036	5092	2392	9276	9966	3086	10433	12453	3804	6713	4096	4623	5555	14792	13061	4930	3644	9557	5838	3565	1549	3396	900	20599	5524	1993	16316	4701	3852	2097	768	15930	3171	10851	5398	10067	9773	5966	3917	2653	6138	1997	4197	1947	4544	2340	2530	4719	13279	400	1900	2976	11814	7580	2220	3624	4974	88732	13264	7918	98374469	2900	6172	5944	576	2436	8172	6868	15143	10065	56127	65898481	13434	8823	4199	2693	1622	15874	7522	11485	2435	1176	1050	14828	3314	1548	2100	18557	3798	5497
ENSG00000198888.2	15341586	16729212	17722178	11896230	13234547	4419771	5483433	26775793	34616754	13029273	26067339	30843024	17645215	22828147	3515577	7708242	32727637	28014788	10069051	18734639	31790222	5940360	33597402	85076724	3788490	17378385	13724037	14243274	14772666	50634074	9840396	7814412	13877924	4258295	24162635	10856025	15984747	38449034	23868723	13477711	24351508	17240209	6003955	35450049	24066703	6051500	19377427	11769162	15558038	12861003	7215870	12927794	15013166	18387488	12534378	16212217	21788723	14995662	38211292	6655873	23120496	8802369	39122920	15108038	3461090	16637225	9552116	25298624	13278044	34515900	115130	23655295	24574113	13066811	8047641	10121838	30330570	11739251	11830866	24640548	15087662	2018962	12192437	22083049	7620367	24487078	9709099	26287333	16653260	27828344	10109556	8872098	14122278	12324464	16347963	9783893	9988872	14557146	20689011	14244761
ENSG00000159763.3	11396	142279	800	683970	825571	5275	380879	697160	1095	485659	435441	25167215	1098405	1023724	575	264458	58998	1264	834	14006	8557183	86344	87861	27005	16300	39703	10717850	33033	1874	440237	589	390	2133	23256	6481	21749349	704899	165157	5626	319362	777476	33458	101086925	230466	863	2293	46540	23860	218582	483635	10784	38436	16984	121233	11790737	4798	4069752	2009492	20395	15185652	23083	271108	3418	1570684	298	2137403	374504	284	186089	10170	223434	49460	561061	17631	5330301	3263	223434	4649	507361	633708	2935138	501	34204	539734	2423	34991624	54457	219260	1870032	128925	159082	2323	262590	548986	15094	9039	100	1931	606784	10928
ENSG00000019582.14	4569972	3980683	53301962	5687417	9726918	17235320	11716297	5116899	8183078	5229744	22818161	11937510	3621184	4072159	2985300	10078348	13074367	3811325	8098351	3671950	9145263	57897303	15457356	25992198	5054181	3817837	12862271	6042345	4604957	4062185	15348985	7137478	4625164	4176642	5376867	3691869	14430265	22328439	2745223	11375879	9205115	10517445	3117588	4014759	16912786	4859202	29190146	6647520	19694681	8071754	7114403	9640923	4936572	7816539	5431587	7251805	6282976	7858414	12423631	3670827	9551030	18016473	12148575	39869028	13611450	9180106	3401697	3282345	25517685	6567636	1287594	2220097	8180770	8250568	5088256	12594455	7109112	22079792	8827800	5034729	10453467	345738	37747644	14866266	9881542	3175904	8448268	16099802	15731939	8781719	31287705	23264104	54711879	9767856	6134522	5497985	17039878	15803323	7722689	10580181
ENSG00000113140.10	15187733	10913122	23523152	2824415	11482215	10597569	15975689	9705885	4057613	30330672	4493751	23614372	17348404	4299168	39858542	6722697	25104098	13488733	11634421	6452908	16175619	4840373	7173994	4108123	15649510	6508346	12204995	18966588	8689348	11754151	9740185	6075509	7558192	2053308	5927546	7445607	25328792	21868523	1636853	12765239	3562166	8354494	4355463	9379469	3266484	8724359	18277616	18048207	20025792	28706611	5071257	20470095	21221190	30341480	11092494	9996470	14532755	10108839	7613982	9773728	34758885	33721718	14519768	9646054	9479933	26525004	8180873	2430458	43965362	44573415	10657191	7674299	12014879	7849091	7508788	37474466	19511765	25703335	6824058	15674002	38767607	2371927	5099668	21752161	27088649	32311850	8630005	12105242	53144830	18959738	15861421	8760712	18102430	9351773	26923328	4662782	5624786	11976697	21329605	8321300
ENSG00000166710.17	7553373	3392040	63885206	6313810	10540670	20546186	12502489	4803707	13086230	3938571	22049537	23762295	7433182	6571324	4726887	23123916	10082079	2581660	8790324	7028441	19771232	41702452	17327864	13784869	9322598	11306156	32498344	12703721	8022130	7088678	26194088	10857204	3437365	8088970	10067564	9467382	16486641	30484378	3556920	14142018	5558898	8714288	17074060	10361005	11360347	4221425	34996973	20780879	23949776	6817088	7540587	9188458	4996867	12076274	7316380	8157452	11698996	20344844	12010668	9300943	12298179	15824004	8756943	25149540	65407059	8876764	8252928	11851148	21633030	9278022	9761452	7208572	5300494	9651019	4801208	16334776	4265757	24791847	5875564	5125667	11608365	2313229	29447752	18837583	11868836	8215146	11761491	13969423	16806629	10390902	21263234	23929118	27079945	17334472	8478312	5081741	18473535	17776320	6999013	8389276
ENSG00000196205.8	17363273	25107111	47473558	11526777	45439233	34405016	29277008	16397294	33457639	26681625	17972772	42838699	12659508	20267528	22866225	21633849	39250565	19160440	15310412	12257532	29390614	21280299	19579048	10153904	17220267	14294662	54895952	22535240	22936553	27856820	15363623	27315607	20821104	13419142	24136571	42411015	25044790	22093708	20710250	26684385	10716351	10854548	37989738	51390012	7433142	10125102	29450790	18771236	23604979	36285653	18281985	19856862	41719545	25942603	16150057	16218625	17869235	17864770	14693664	22894562	18781837	30732722	27906872	30618071	18308037	25821136	36750124	26334967	30824835	21290640	23007577	13122241	17654283	13859022	18248554	31621491	21227669	23865650	23650795	27115387	33989479	14682830	19933148	48084545	31216572	31867014	22049601	12688859	40620553	25623704	44455594	10091103	21292491	13685018	30598590	23153184	23655453	15813648	18437694	51439017
ENSG00000211677.2	489223	201382	5661633	97910	1276929	5125289	419741	778497	5880814	872588	10373722	698939	236979	6141261	14308	1703462	4987415	146540	6970210	977	2554954	3127174	8288322	676871	773278	133562	189220	1307602	3112280	56438	30860384	31841497	2038657	2602590	2558926	66734	1926630	47594824	763756	8588330	1712481	2925915	132412	641519	21816970	46086	32170291	3824552	7536233	396215	9442095	1406294	517916	812617	4563584	3574993	60811	1326317	2337564	14300	76137	1334042	723710	22506312	1569865	2638195	219371	147771	4694165	583658	188429	1000100	3810232	1318030	1406138	949638	1179924	3155908	1022876	138152	146866	588	15667123	455631	129943	118913	746196	121636	3061	147980	806044	4637714	8504149	115039	118248	1698165	70198447	21384561	731308	11056472
ENSG00000100985.7	715995	157229	3535195	242687	200148	1000180	310163	52254	1361913	130329	1450925	208164	123495	12610	102988845	177801	38825	41733	851119	150910	231449	1165152	96292	328678	532024	859057	826614	272400	32228	42570	167037	852488	36930	72152	238873	78996	593018	301323	8606	167458	464066	755490	76065	3801236	620325	53759	1194891	710092	664350	143777	617940	284165	628200	93216	47282	224553	254757	184847	467298	60443	3311359	216708	424670	1537591	1509588	854269	2422912	90149	2118333	1351497	170186	38341	30705	642173	16219	191323	57667	424738	319874	193563	184111	291863	2206818	878310	619048	305818	29376	647171	458661	339771	122962	440201	743293	294646	634404	392727	152503	3747740	115005	686134
ENSG00000100219.16	16063256	10501047	2445762	7133658	23410049	15135578	5821714	5783310	2422812	11241782	2181933	30334493	5229814	7396315	337144	15717064	41711076	36491088	1141472	1219277	15634697	1763404	23038517	12268713	5357700	11201264	25616568	7589041	26627743	12196828	2289871	1456435	7958202	6271545	1680203	34166221	18037573	9553762	192688	17772240	4028865	8549486	30364303	2113336	1117949	4336727	4723814	33280775	13865758	10077852	2594018	6720145	25803631	23724434	9044277	1170752	30812372	4296041	10414469	17585893	4489352	20908864	9903822	19141431	1015233	12138968	12208816	33279298	14347461	23358510	7105852	11642557	6416890	4350155	7238379	5477925	3702260	8972329	5303278	36701810	22029895	327432	2050287	10030121	5138583	32329131	7945506	8035367	7896803	4065128	2694949	1129421	7345002	10421772	13257661	10085071	3741524	2964440	24650448	1082471
ENSG00000198786.2	8261466	9020333	21972081	12463413	26887172	5695225	2255747	27549314	30749815	11537903	22479545	44333519	11862983	4706321	2982689	4834974	32817116	28178723	14311946	17377818	14122543	6482335	19681634	51752221	4728214	9398666	6906099	10187025	9770354	34912802	10919312	5523943	11112642	6987460	12627434	4617455	7258528	13554999	6613776	9389570	4489676	6263343	1449383	25587128	45171145	4844033	21993451	9940203	6712061	11260310	3825881	7160851	12549871	13486854	19850203	23122424	13855736	17201374	22799209	10216757	8732850	6577728	10379996	10458726	6763147	16937819	14803111	28176084	12706392	16163787	261013	18049626	5648850	16526089	5262513	11599880	9486925	9285016	3088659	9194876	12044963	4881634	12343696	12532660	14439767	35295650	4067804	22538687	11048529	11019863	14703346	5922254	8230353	13235038	19186992	2516869	7262383	39806999	11256806	4725139
ENSG00000211893.3	756845	406274	6165856	462652	2733476	5181564	444474	872684	5385109	395024	8714446	1384761	113638	2378949	9653	1859104	5523292	426407	7153138	75360	2881517	3918617	6933311	933930	546117	290469	123916	824927	1849689	108607	71163701	9413546	1875791	752619	1456395	52946	964984	38944108	90231	4064314	883079	2320782	296522	230343	15139948	26817	29434553	2053706	6873592	1273350	6819534	2041004	320668	1199478	1002709	1517933	101416	872996	1656447	133432	162478	1372510	541725	16137121	2674573	1542660	172554	315181	3554805	436366	94958	651890	2503179	800765	708810	458320	549768	2762007	359275	315802	248809	250	15192893	424036	493412	66740	254639	278231	6598	111223	705481	1940286	21975575	111676	114092	1007232	43529423	16267575	494957	6178139
ENSG00000124935.3	3650	12650	100	3851	58479	1454	33798	81285	891	353150	299	508600	500	97349	83	362454	342015	68226	21300	35203	2612509	399	2286	3058488	2460	14502044	4620	51791	6242	259554	1443	200	10019949	3809194	58391	15222	1257895	153701	1115	130934	20969	164887	95	2332	5583	9263	0	69037	92126	100862	600	414645	22047	340209	1247557	39650	644609	981502	87739	608239	274493	1739704	4960	429814	0	178458	96	36282	31011	13746	580029	44402	10022	11105	1366976	3848	253627	19661	1144383	2576222	317448	0	4700	827912	192	93914776	192439	35260	123762	8050	25811670	1831	8237384	70448	44931	99056	81	2537	281830	7906
ENSG00000169710.8	4339924	2594446	1117221	3542020	2918429	3278423	15410203	2549887	1049196	17302658	2576679	18069529	5597213	4702885	654983	2880183	5125815	8373877	4062908	1352973	2118665	2136246	7342280	1930303	222641	1124696	31836336	5301335	32552110	443627	3703430	962975	4235403	735234	1599947	4375105	26719981	25384669	344910	1982423	6445151	5325532	893602	7578632	335992	5612595	9639854	4216534	7973993	2350198	3065967	2847639	7659900	42588462	9092378	1699077	1105918	1580161	2566460	1459299	2506410	33654715	9266816	3252010	1634889	4913822	15522656	4309318	28646618	6359426	3237910	9983428	49416857	3853511	4037475	3080755	3310605	13901562	403786	3780574	3173243	2192661	1693303	826014	4745178	2021111	2981385	10905258	2533499	5294816	8165491	1522747	660519	2408142	9817734	4636984	2649706	2162915	17536579	2561036
ENSG00000196136.17	5097668	41130173	132949	2662110	11131184	2134131	11960359	9551063	2822195	2906162	9791482	19180204	6021725	25245	58049	2577881	15645610	2219742	642662	102784	3618271	4027887	7426086	5490888	2378698	275717	20844725	4024504	381330	702680	2294722	9975558	1260662	444348	1447119	3916219	3209313	713933	1562158	6149685	1363743	2379703	8323516	3710634	3117959	1458714	295441	559834	4966549	3292862	865661	1014662	11322999	13949313	1377511	2504465	9968596	2252332	4667775	10156709	445243	16928354	42324	13885045	748781	7022672	1425920	3901205	13969014	5212118	12042519	12525587	260078	1927414	2212690	20959620	1468371	1120078	10582948	15042341	4539116	1251	9183556	2300385	830135	24315504	1509696	6567885	3490919	707958	60298964	3095722	221794	5329369	131674	108050	289530	726473	39246748	346321
ENSG00000273259.3	5082056	40994721	133050	2695965	11091841	2097041	11851117	9454337	2813694	2905480	9710822	19132006	5958379	25813	57791	2570669	15244004	2182164	644492	104513	3601453	4018397	7443377	5479662	2368404	286429	20899933	4016011	381290	737508	2282368	9915973	1278267	456453	1446319	3899127	3208151	710755	1547801	6090302	1396664	2401008	8313713	3694992	3100336	1468962	294129	551280	4932714	3253766	861373	1026342	11267114	13857527	1375839	2490828	9935133	2250934	4687510	10131408	441620	16917987	42825	13861074	744815	6999841	1423676	4035014	13861024	5293988	11945936	12594061	258827	1919595	2202024	20865346	1462481	1117281	10548284	14967466	4526871	1076	9149161	2296886	825503	24225970	1511273	6566571	3485527	696747	60319411	3093622	221309	5308076	129878	109212	287123	728956	39143055	344835
ENSG00000163220.10	490766	16879	367677	10590	166252	143200	95339	184432	4108678	13002	87292541	58110	7344	46425	15522	117807	6206	16690	147153	41313	18609	2211415	46350	11813	767584	9644	23549	30760	25566	2411	1858780	5839816	8701	217232	5359458	18706	702818	1055989	14280	22839	33395	152589	4180	2839175	788455	9985	850708	22865	32741	167418	1750628	25334	24724	24797	25917	288831	33445	212459	635457	655151	489729	41516	34559	109536	178013	43247	21095	7110	2409022	18946	32172	5573	690655	1874033	36296	358640	21923	161829	570557	18574	288775	6434	53168	99257	112587	5917	34622	69050	59976	44420	18412008	523549	148964	7602	28112	26664	45701	74657	25827	75202
